2021-07-30 10:48:32,613 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 10:48:33,958 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-30 10:48:34,006 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-30 10:48:34,117 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-30 10:48:34,495 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-30 10:48:35,043 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-30 10:49:06,135 - [http-nio-8080-exec-6] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-30 10:49:06,136 - [http-nio-8080-exec-6] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-30 10:49:06,250 - [http-nio-8080-exec-6] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-30 10:49:11,212 - [http-nio-8080-exec-7] INFO       | UserController                 | --> Launch /user/update/{id} with id = 15 (UserController.java:66)
2021-07-30 10:49:11,212 - [http-nio-8080-exec-7] INFO       | UserService          |  ---> getUserById (UserService.java:115)
2021-07-30 10:49:16,097 - [http-nio-8080-exec-8] INFO       | UserController                 | --> Launch /user/update/{id} + id: 15 (UserController.java:75)
2021-07-30 10:49:16,097 - [http-nio-8080-exec-8] INFO       | UserController                 | --> Launch /user/update/{id} + userDTO.getId: 15 (UserController.java:76)
2021-07-30 10:49:16,097 - [http-nio-8080-exec-8] INFO       | UserController                 |   --> **  Errors ** Nb error: 2 (UserController.java:78)
2021-07-30 10:49:28,237 - [http-nio-8080-exec-9] INFO       | UserController                 | --> Launch /user/update/{id} + id: 15 (UserController.java:75)
2021-07-30 10:49:28,237 - [http-nio-8080-exec-9] INFO       | UserController                 | --> Launch /user/update/{id} + userDTO.getId: 15 (UserController.java:76)
2021-07-30 10:49:28,237 - [http-nio-8080-exec-9] INFO       | UserService          |  ---> Launch updateUser (UserService.java:79)
2021-07-30 10:49:28,302 - [http-nio-8080-exec-9] INFO       | DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:30)
2021-07-30 10:49:28,329 - [http-nio-8080-exec-9] INFO       | UserController                 |   --> **  User updated ** id: 15 (UserController.java:82)
2021-07-30 10:49:28,334 - [http-nio-8080-exec-10] INFO       | UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-30 10:49:28,335 - [http-nio-8080-exec-10] INFO       | UserService          |  ---> Launch getAllUser (UserService.java:43)
2021-07-30 10:49:28,338 - [http-nio-8080-exec-10] INFO       | UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-30 10:49:39,276 - [http-nio-8080-exec-1] INFO       | BidListController              | --> Launch /bidList/list (BidListController.java:32)
2021-07-30 10:49:39,277 - [http-nio-8080-exec-1] INFO       | BidListService       |  ---> Launch getAllBidList (BidListService.java:48)
2021-07-30 15:52:44,340 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 15:54:49,584 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 15:55:31,066 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 15:57:16,975 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 15:58:17,571 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:00:49,396 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:02:45,968 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:03:05,315 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:04:19,923 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:06:51,488 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:07:10,868 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:10:46,205 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:10:56,457 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:11:06,492 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:12:39,073 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:14:30,894 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:15:45,816 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:16:36,288 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:17:18,190 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-30 16:17:57,607 - [main] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
